,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,visionScore,timeCCingOthers,turretKills,inhibitorKills,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,champion,spell1,spell2,gameDuration,tier,division,kda,totalDamageDealt_per_min,magicDamageDealt_per_min,physicalDamageDealt_per_min,trueDamageDealt_per_min,totalDamageDealtToChampions_per_min,magicDamageDealtToChampions_per_min,physicalDamageDealtToChampions_per_min,totalHeal_per_min,totalUnitsHealed_per_min,damageSelfMitigated_per_min,damageDealtToObjectives_per_min,damageDealtToTurrets_per_min,totalDamageTaken_per_min,magicalDamageTaken_per_min,physicalDamageTaken_per_min,goldEarned_per_min,goldSpent_per_min,totalMinionsKilled_per_min,neutralMinionsKilled_per_min,neutralMinionsKilledTeamJungle_per_min,neutralMinionsKilledEnemyJungle_per_min,lane
AIístar,True,4,4,20,2,1,0,0,0,0,64,50,0,0,101,14,6,28,5,False,False,False,False,False,False,8200,8300.0,5007,5002,5001,12,4,14,1724,DIAMOND,II,6.0,905.71,560.46,153.27,191.94,348.41,292.59,37.52,361.84,0.17,705.84,35.46,9.78,711.82,332.23,351.37,323.39,294.08,1.04,0.0,0.0,0.0,SUPPORT
Malphäse,True,13,5,10,5,2,3,0,0,0,15,31,2,0,590,16,0,8,2,False,False,False,True,False,False,8100,8200.0,5008,5008,5002,104,4,11,1724,DIAMOND,II,4.6,6894.78,338.91,6177.46,378.38,879.71,27.98,795.07,200.08,0.03,388.19,538.61,93.27,738.27,281.03,443.25,532.1,421.11,1.81,5.08,3.34,0.49,JUNGLE
Pissenlit,True,6,9,13,2,1,0,0,0,0,21,18,0,0,118,14,4,12,1,False,False,False,False,False,False,8100,8200.0,5008,5008,5003,1,4,12,1724,DIAMOND,II,2.11,2741.52,2423.91,225.14,92.47,498.34,473.53,23.0,69.85,0.03,386.94,200.08,35.99,674.3,466.36,198.2,351.51,348.03,4.0,0.28,0.14,0.0,MIDDLE
supremenewyork94,True,9,3,7,6,1,0,0,0,0,24,5,1,0,19,15,2,9,2,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,67,4,7,1724,DIAMOND,II,5.33,4438.82,11.24,3268.75,1158.79,490.55,11.24,339.26,235.2,0.07,203.81,713.28,184.39,550.58,294.74,246.79,432.67,391.53,6.26,0.21,0.03,0.0,ADC
mmmmmmmmnmmmmmmm,False,6,9,8,3,1,0,0,0,0,25,3,0,0,10,13,0,10,5,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,18,7,4,1724,DIAMOND,II,1.56,3181.39,549.54,2471.66,160.2,581.03,81.09,464.93,148.23,0.1,216.61,176.59,86.03,576.47,102.11,413.21,351.47,328.89,5.08,0.14,0.14,0.0,ADC
Crow sit plane,False,4,8,6,3,1,0,0,0,0,5,11,1,0,58,15,0,4,0,True,False,False,False,False,False,8000,8200.0,5005,5008,5002,24,4,12,1724,DIAMOND,II,1.25,4133.91,873.9,3256.84,3.13,323.94,65.6,255.21,67.94,0.03,565.75,190.27,120.0,704.44,104.44,559.0,380.6,321.33,5.53,0.42,0.24,0.0,TOP
1 Ye 7 Ci,False,4,7,13,2,2,1,0,0,0,62,31,0,0,155,13,0,28,9,False,False,False,False,False,False,8200,8300.0,5008,5008,5002,101,4,3,1724,DIAMOND,II,2.43,1905.9,1676.38,220.65,8.84,829.98,773.98,49.63,30.59,0.03,207.39,98.25,11.42,565.51,130.82,396.61,320.71,306.26,1.57,0.0,0.0,0.0,SUPPORT
VietAnh,False,3,7,10,2,1,0,0,0,0,25,17,0,0,199,13,1,10,5,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,141,11,4,1724,DIAMOND,II,1.86,4082.71,188.14,3728.6,165.94,325.65,0.0,323.14,439.8,0.03,563.56,306.89,0.0,944.65,217.0,705.77,309.95,284.51,2.16,3.31,2.82,0.0,JUNGLE
Ahvy,False,11,10,6,5,1,0,0,0,0,18,7,1,0,114,15,3,5,3,False,False,False,False,False,False,8100,8200.0,5008,5008,5003,131,14,4,1724,DIAMOND,II,1.7,4383.97,3608.94,562.87,212.12,766.18,640.3,97.69,112.34,0.03,979.63,20.74,20.74,915.8,328.23,498.48,408.65,385.79,4.7,0.42,0.28,0.0,MIDDLE
Ohzma,False,5,7,1,2,1,0,0,0,0,5,13,0,0,23,11,3,4,0,False,False,False,False,False,False,8000,8400.0,5005,5008,5002,60,4,12,916,DIAMOND,II,0.86,2527.27,1718.78,707.55,100.87,622.53,477.58,144.89,127.66,0.07,309.69,157.4,157.4,819.04,379.78,418.36,478.82,436.24,4.91,0.0,0.0,0.0,MISSING
GodzXPro,False,3,8,3,0,1,0,0,0,0,6,10,0,0,52,8,0,4,1,False,False,False,False,False,False,8000,8100.0,5005,5008,5003,157,14,4,916,DIAMOND,II,0.75,3697.73,304.26,2967.84,425.57,579.63,59.48,503.45,139.45,0.07,581.0,62.62,0.0,941.66,269.08,615.92,344.87,327.51,4.85,0.13,0.07,0.0,MISSING
SAtaarcoeny3,False,0,6,6,0,0,0,0,0,0,5,6,0,0,18,8,1,4,0,False,False,False,False,False,False,8200,8400.0,5007,5008,5001,350,7,3,916,DIAMOND,II,1.0,249.69,83.91,165.72,0.0,174.83,79.06,95.76,395.9,0.26,237.97,0.0,0.0,535.74,203.78,299.02,241.7,211.24,0.2,0.0,0.0,0.0,MISSING
Aurø,False,7,6,2,3,2,1,0,0,0,10,6,0,0,93,8,4,3,2,False,False,False,False,False,False,8000,8300.0,5005,5008,5002,121,4,11,916,DIAMOND,II,1.5,3137.69,261.81,2662.73,213.08,616.9,23.32,568.43,402.25,0.07,550.15,223.69,0.0,974.87,353.58,591.09,420.33,419.21,0.85,3.54,2.75,0.52,MISSING
coconutworm52,False,1,6,2,0,1,0,0,0,0,9,29,0,0,307,9,1,3,0,False,False,False,False,False,False,8400,8000.0,5005,5008,5002,31,4,14,916,DIAMOND,II,0.5,2116.44,1358.84,644.93,112.6,486.35,276.22,166.38,120.46,0.07,586.9,0.0,0.0,857.23,307.66,521.27,289.39,217.79,4.45,0.0,0.0,0.0,MISSING
Nùnu ,True,4,3,5,3,2,1,0,0,0,11,20,0,0,213,10,2,2,1,False,False,False,False,False,False,8400,8000.0,5005,5002,5003,20,4,11,916,DIAMOND,II,3.0,4267.27,1335.66,894.83,2036.72,319.52,242.03,63.8,696.35,0.2,770.96,1022.55,0.0,1105.55,230.96,862.99,423.08,406.11,0.52,4.72,1.97,0.52,MISSING
Just hit nexus,True,8,4,4,3,3,2,1,0,0,4,0,1,0,20,9,0,3,1,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,145,4,7,916,DIAMOND,II,3.0,4338.86,279.24,3811.11,248.45,790.68,134.08,603.86,233.12,0.13,350.96,190.09,190.09,709.59,81.88,601.9,548.06,473.25,6.62,0.52,0.52,0.0,MISSING
NA The Bug,True,5,4,3,4,2,1,0,0,0,1,10,0,0,78,10,0,1,0,False,False,False,False,False,False,8000,8400.0,5007,5008,5003,266,14,4,916,DIAMOND,II,2.0,2769.3,0.0,2757.51,11.79,631.83,0.0,620.04,395.24,0.07,426.29,37.86,37.86,876.75,403.23,439.52,401.07,366.81,4.32,0.26,0.0,0.26,MISSING
Yukinoˇ,True,12,3,2,5,2,1,0,0,0,8,7,2,0,87,12,1,5,0,False,False,True,False,False,False,8100,8000.0,5008,5008,5002,131,4,14,916,DIAMOND,II,4.67,5640.92,4774.78,784.52,81.62,1126.05,883.36,190.02,109.32,0.07,523.1,506.07,506.07,533.38,166.24,362.69,681.42,522.38,8.45,0.13,0.0,0.13,MISSING
Mfe1,True,4,2,12,2,1,0,0,0,0,14,23,0,0,109,9,6,8,3,True,False,False,False,False,False,8400,8300.0,5007,5002,5002,412,14,4,916,DIAMOND,II,8.0,750.46,396.42,219.63,134.34,330.98,193.95,99.04,29.41,0.2,223.3,0.0,0.0,371.79,55.41,306.55,391.31,350.44,1.11,0.0,0.0,0.0,MISSING
HATE 666,True,5,7,5,4,2,1,0,0,0,12,5,1,0,200,12,0,6,0,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,10,12,4,1302,DIAMOND,III,1.43,3374.42,2146.68,929.59,298.11,324.38,222.3,93.69,230.83,0.23,313.69,198.71,198.71,671.38,97.97,553.18,401.94,400.92,5.53,0.28,0.09,0.18,TOP
Eguana,True,2,4,14,0,1,0,0,0,0,42,25,1,0,125,11,6,18,4,False,False,False,False,False,False,8400,8300.0,5007,5002,5002,412,4,14,1302,DIAMOND,III,4.0,865.35,442.12,205.9,217.24,213.87,161.52,31.29,31.34,0.23,443.18,98.16,58.39,431.84,145.99,266.36,310.83,230.41,1.38,0.0,0.0,0.0,SUPPORT
minjuˆºˆ ,True,4,1,9,2,2,2,0,0,0,9,3,1,0,73,13,0,7,0,False,False,True,False,False,False,8000,8200.0,5005,5008,5002,81,4,7,1302,DIAMOND,III,13.0,5084.24,395.99,4501.66,186.5,587.74,136.22,431.84,124.75,0.14,219.08,476.59,235.16,429.63,111.38,311.06,483.27,382.49,8.85,0.37,0.18,0.18,ADC
ElChapoSr,True,5,3,12,2,2,1,0,0,0,8,29,1,0,330,12,0,0,2,True,False,False,False,False,False,8400,8300.0,5007,5002,5001,154,4,11,1302,DIAMOND,III,5.67,4138.06,3054.19,841.61,242.21,350.23,301.94,26.77,1094.52,0.23,827.6,596.31,27.97,946.77,208.85,665.44,389.86,391.71,0.83,4.42,2.58,0.37,JUNGLE
rb zhu ,True,12,2,5,5,2,3,0,0,0,9,20,1,0,149,14,0,5,1,False,False,False,False,False,False,8000,8200.0,5005,5008,5003,86,14,4,1302,DIAMOND,III,8.5,6098.53,74.47,5787.33,236.68,759.72,21.52,564.42,122.3,0.05,798.62,494.47,251.43,767.93,287.79,421.24,548.53,506.91,6.73,1.2,0.41,0.6,MIDDLE
alexischrís,False,2,5,5,0,1,0,0,0,0,20,26,0,0,143,8,3,10,1,False,False,False,False,False,False,8400,8300.0,5008,5002,5003,111,14,4,1302,DIAMOND,III,1.4,794.42,275.25,284.93,234.19,165.48,112.12,32.3,0.0,0.0,417.14,0.0,0.0,363.18,99.95,237.93,239.82,201.61,1.61,0.0,0.0,0.0,SUPPORT
12 up AND dirty2,False,1,4,3,0,1,0,0,0,0,7,0,0,0,0,11,2,5,0,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,145,7,4,1302,DIAMOND,III,1.0,3715.02,325.53,3205.94,183.5,330.46,93.59,218.89,131.66,0.14,239.54,40.97,40.97,505.9,148.62,351.71,341.89,306.45,7.93,0.55,0.55,0.0,ADC
lemnos,False,6,7,5,2,1,0,0,0,0,15,22,0,0,292,11,3,1,2,False,False,False,False,False,False,8200,8000.0,5005,5008,5002,104,4,11,1302,DIAMOND,III,1.57,4965.3,273.32,4001.57,690.37,610.23,51.2,473.32,204.65,0.05,440.28,1032.86,0.0,726.36,197.1,466.77,387.7,379.03,0.78,4.47,2.67,0.69,JUNGLE
gorillajones,False,6,5,3,5,1,0,0,0,0,10,13,0,0,30,13,1,4,1,False,False,False,False,False,False,8100,8000.0,5005,5008,5003,62,4,12,1302,DIAMOND,III,1.8,3754.47,551.29,2972.72,230.41,656.36,83.09,573.27,109.77,0.05,367.37,45.94,45.94,624.98,313.0,285.07,427.47,415.9,7.42,0.18,0.0,0.0,TOP
RealVengeance,False,2,7,6,0,1,0,0,0,0,9,13,0,0,314,12,0,5,0,False,False,False,False,False,False,8100,8000.0,5008,5008,5002,163,14,4,1302,DIAMOND,III,1.14,3345.35,3009.63,296.5,39.12,520.18,439.68,41.29,69.08,0.05,179.72,0.0,0.0,557.19,128.34,313.73,332.9,291.94,6.04,0.37,0.09,0.05,MIDDLE
Stepan,True,8,6,4,3,1,0,0,0,0,23,6,5,0,74,18,0,7,7,False,False,False,False,False,True,8200,8000.0,5005,5008,5002,23,14,4,1862,DIAMOND,III,2.0,7198.23,49.27,6960.0,188.93,695.35,49.27,603.16,317.56,0.03,607.09,858.95,358.0,967.57,240.55,677.63,487.99,375.4,7.41,0.9,0.29,0.39,TOP
94,True,14,5,6,6,3,1,1,0,0,18,2,2,0,58,16,2,7,2,True,False,False,False,False,True,8000,8100.0,5008,5008,5003,84,4,14,1862,DIAMOND,III,4.0,4679.23,3751.93,671.12,256.14,1152.41,914.02,142.07,500.37,0.03,533.72,130.44,130.44,1067.43,410.95,565.13,503.3,441.46,6.25,0.13,0.13,0.0,MIDDLE
UwU Senshi,True,7,5,16,3,1,0,0,0,0,34,19,0,1,246,16,5,6,6,False,False,False,False,False,True,8200,8100.0,5005,5008,5003,120,11,6,1862,DIAMOND,III,4.6,6915.6,806.55,5533.95,575.06,770.2,115.55,601.55,771.78,0.03,1296.38,1091.08,13.24,1422.82,371.6,850.09,443.43,398.22,0.77,5.8,4.09,0.32,JUNGLE
UBC Goose,True,9,7,8,3,2,1,0,0,0,25,13,1,1,107,16,1,11,4,False,False,False,False,True,False,8000,8100.0,5005,5008,5002,67,4,7,1862,DIAMOND,III,2.43,5325.98,54.65,4151.02,1120.28,791.05,45.95,522.08,250.41,0.1,285.05,725.9,149.32,656.17,279.44,345.15,453.19,379.43,6.8,0.48,0.16,0.29,ADC
Tiffo,True,0,5,17,0,0,0,0,0,0,76,41,0,1,79,13,8,37,9,False,False,False,False,False,False,8400,8300.0,5007,5002,5003,89,14,4,1862,DIAMOND,III,3.4,719.65,336.54,222.92,160.15,295.46,197.47,78.05,18.66,0.03,841.93,36.54,36.54,601.61,185.22,364.06,257.08,235.23,1.19,0.0,0.0,0.0,SUPPORT
the crangler,False,0,8,15,0,0,0,0,0,0,65,61,0,0,113,13,8,31,7,False,False,False,False,False,False,8400,8300.0,5007,5002,5002,12,14,4,1862,DIAMOND,III,1.88,760.41,464.31,108.5,187.54,320.82,263.88,25.04,258.01,0.16,988.16,0.0,0.0,881.6,317.05,405.21,228.37,209.45,0.97,0.0,0.0,0.0,SUPPORT
Jeek,False,4,9,9,0,1,0,0,0,0,22,5,0,0,62,14,2,9,5,False,False,False,False,False,False,8100,8000.0,5005,5008,5002,145,4,7,1862,DIAMOND,III,1.44,4427.24,500.49,3603.96,322.78,650.37,153.38,405.76,201.36,0.1,467.53,159.18,22.69,816.9,181.51,555.95,362.35,325.62,5.48,0.74,0.39,0.0,ADC
TheTarians,False,5,8,8,2,2,1,0,0,0,18,17,0,0,277,14,3,4,5,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,141,11,4,1862,DIAMOND,III,1.62,4962.08,185.51,4469.07,307.44,474.39,0.0,425.22,436.53,0.03,760.5,535.42,10.31,1148.12,215.19,837.26,355.81,342.37,1.97,3.74,2.84,0.0,JUNGLE
Samanosuke,False,10,5,4,3,2,2,0,0,0,18,19,3,0,264,17,4,11,0,False,False,True,False,False,False,8400,8300.0,5008,5008,5002,41,4,12,1862,DIAMOND,III,2.8,7373.81,377.66,6450.74,545.45,1204.12,251.34,739.88,279.76,0.03,553.86,367.83,248.44,777.33,219.67,522.41,533.01,520.67,7.64,0.64,0.29,0.13,TOP
Cthulhu Reborn,False,9,8,4,3,2,2,0,0,0,20,7,2,0,182,16,1,6,7,False,False,False,False,False,False,8100,8200.0,5008,5008,5003,245,4,12,1862,DIAMOND,III,1.62,4958.99,4242.21,570.32,146.39,786.67,690.23,92.32,292.88,0.03,673.15,332.0,162.53,983.65,440.69,477.33,465.05,419.71,6.7,0.13,0.0,0.0,MIDDLE
Aidan5002,False,4,4,4,3,2,1,0,0,0,13,6,0,0,102,12,1,7,1,True,False,False,False,False,False,8000,8300.0,5005,5008,5002,114,12,4,1229,DIAMOND,III,2.0,2611.49,15.77,2438.28,157.45,582.67,15.77,422.0,275.74,0.1,779.61,91.73,91.73,907.96,254.11,625.87,362.59,347.84,6.05,0.2,0.0,0.0,TOP
Autocorrect,False,9,4,5,5,2,1,0,0,0,20,22,0,0,322,11,2,5,3,False,False,False,False,False,False,8100,8300.0,5005,5008,5002,79,11,4,1229,DIAMOND,III,3.5,4309.55,3285.79,645.89,377.87,604.98,519.5,57.95,460.67,0.05,742.95,380.85,3.71,890.63,108.72,776.53,415.46,351.51,1.07,4.05,2.73,0.34,JUNGLE
Assass1n Abuser,False,2,4,2,0,1,0,0,0,0,12,3,0,0,52,12,3,8,0,False,False,False,False,False,False,8100,8200.0,5008,5008,5002,238,4,14,1229,DIAMOND,III,1.0,3325.39,169.7,3113.8,41.84,450.71,20.55,388.27,42.03,0.05,270.17,72.45,72.45,532.97,134.69,355.26,370.11,323.43,7.18,0.0,0.0,0.0,MIDDLE
V1papa,False,3,10,4,0,1,0,0,0,0,9,5,0,0,63,10,0,6,1,False,False,False,False,False,False,8100,8200.0,5005,5008,5002,21,7,4,1229,DIAMOND,III,0.7,2988.58,70.55,2769.08,148.85,519.3,20.26,496.84,167.55,0.15,344.91,3.52,3.52,750.9,176.48,552.64,339.2,330.76,6.35,0.0,0.0,0.0,ADC
veggiskate,False,3,6,11,2,1,0,0,0,0,13,49,0,0,200,9,2,9,2,False,False,False,False,False,False,8400,8300.0,5008,5002,5003,111,14,4,1229,DIAMOND,III,2.33,770.77,339.64,269.63,161.4,315.38,183.22,115.85,0.0,0.0,822.33,0.0,0.0,551.28,153.2,395.69,276.18,256.31,0.83,0.0,0.0,0.0,SUPPORT
CodySendler,True,5,5,12,2,1,0,0,0,0,26,36,0,0,71,10,2,9,2,False,False,False,False,False,False,8400,8200.0,5008,5008,5002,3,4,14,1229,DIAMOND,III,3.4,2125.83,1832.27,102.91,190.64,586.53,524.18,29.54,49.45,0.05,447.05,62.2,47.11,672.79,49.36,572.12,339.79,329.54,2.49,0.0,0.0,0.0,SUPPORT
annoying dog,True,3,6,13,2,1,0,0,0,0,3,8,1,0,66,11,2,2,0,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,119,7,4,1229,DIAMOND,III,2.67,3162.33,0.0,3162.33,0.0,599.85,0.0,599.85,105.01,0.1,243.52,554.89,164.23,591.11,220.18,361.9,412.24,414.97,5.22,0.1,0.0,0.1,ADC
Suoray,True,11,2,6,8,2,3,0,0,0,15,26,1,0,112,14,1,5,3,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,157,14,4,1229,DIAMOND,III,8.5,6389.49,626.36,5198.32,564.8,880.18,78.89,758.52,316.4,0.05,617.14,707.45,74.94,607.66,85.53,496.6,591.6,604.15,7.62,1.17,0.39,0.39,MIDDLE
BiggerYellowDude,True,1,5,5,0,1,0,0,0,0,15,11,0,0,159,12,1,7,0,False,False,False,False,False,False,8400,8000.0,5007,5002,5002,98,4,12,1229,DIAMOND,III,1.2,1739.32,527.7,946.28,265.34,331.73,175.51,156.22,36.86,0.05,732.35,0.0,0.0,676.01,223.55,363.81,294.0,292.19,5.22,0.0,0.0,0.0,TOP
Lwavey,True,8,3,7,5,2,1,0,0,0,21,7,0,0,157,13,5,10,4,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,121,11,4,1229,DIAMOND,III,5.0,5198.57,345.31,4513.67,339.59,484.0,37.2,422.0,622.85,0.05,549.96,855.48,0.0,1007.45,281.45,649.65,476.0,408.87,0.83,5.57,3.61,0.68,JUNGLE
iWolf7,True,8,8,5,4,2,1,0,0,0,9,11,1,0,96,13,1,5,0,False,False,False,False,False,False,8000,8100.0,5005,5008,5003,777,14,4,1356,DIAMOND,III,1.62,4288.45,560.18,3581.68,146.5,641.37,103.63,410.75,107.08,0.04,565.27,130.18,68.76,790.22,384.6,358.89,462.12,434.73,6.02,0.71,0.18,0.18,MIDDLE
Koflå,True,8,2,18,5,1,0,0,0,0,11,31,2,1,167,14,2,8,1,True,False,False,False,True,False,8100,8200.0,5008,5008,5001,134,4,3,1356,DIAMOND,III,13.0,4228.01,3919.82,308.19,0.0,950.35,906.06,44.25,132.7,0.04,122.21,325.53,209.91,488.54,314.91,153.76,523.63,462.39,5.27,0.27,0.18,0.09,ADC
TK Asphyxia,True,6,8,8,3,1,0,0,0,0,46,19,0,0,51,10,2,17,6,False,False,False,False,False,True,8000,8100.0,5008,5008,5002,80,4,14,1356,DIAMOND,III,1.75,1135.84,0.0,814.2,321.64,419.25,0.0,385.66,20.4,0.04,238.98,160.0,63.41,661.28,409.07,224.47,359.42,342.92,1.15,0.0,0.0,0.0,SUPPORT
thefckingkid1,True,7,3,7,7,3,3,1,0,0,16,8,4,0,259,14,3,7,1,False,False,True,False,False,True,8400,8300.0,5008,5008,5003,41,12,4,1356,DIAMOND,III,4.67,5347.21,273.23,4540.84,533.1,577.57,160.8,338.01,246.99,0.04,392.61,773.94,321.33,897.21,403.5,442.83,504.56,411.86,5.35,0.49,0.0,0.4,TOP
KR ALLD1,True,13,3,7,11,2,2,0,0,0,14,20,0,0,149,13,2,2,1,False,False,False,False,False,True,8100,8200.0,5005,5008,5002,60,11,4,1356,DIAMOND,III,6.67,5199.47,3740.8,921.81,536.81,662.61,587.88,59.56,340.09,0.04,247.88,1317.52,53.32,684.69,323.76,318.05,501.02,482.3,1.19,4.2,1.77,0.93,JUNGLE
Playboy Roll,False,11,10,5,3,3,3,1,0,0,11,5,0,0,34,11,1,5,2,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,360,7,4,1356,DIAMOND,III,1.6,2759.78,368.5,2285.93,105.31,484.6,74.38,407.83,134.56,0.13,376.11,256.06,22.48,886.68,409.65,458.67,451.15,432.52,4.96,0.18,0.0,0.0,ADC
unskill player,False,2,9,14,2,1,0,0,0,0,11,26,0,0,215,11,1,3,1,False,False,False,False,False,False,8400,8200.0,5005,5008,5002,33,11,4,1356,DIAMOND,III,1.78,2193.32,1476.42,562.3,154.6,256.64,188.41,35.4,199.56,0.22,942.65,229.6,1.06,1076.28,379.91,640.0,292.57,285.18,0.75,1.86,1.55,0.0,JUNGLE
twerks in bard,False,5,7,12,2,2,1,0,0,0,40,12,0,0,19,11,5,23,2,False,False,False,False,False,False,8100,8000.0,5008,5008,5002,63,14,4,1356,DIAMOND,III,2.43,2171.55,2014.78,113.85,42.92,815.84,746.15,26.73,83.76,0.04,159.2,360.8,0.0,608.72,367.65,221.9,363.72,361.73,0.66,0.53,0.18,0.18,SUPPORT
Jasaítis,False,4,8,6,0,1,0,0,0,0,17,6,0,0,113,11,2,5,2,False,False,False,False,False,False,8100,8000.0,5005,5008,5003,105,14,4,1356,DIAMOND,III,1.25,1831.24,1049.29,509.42,272.48,337.39,231.15,79.78,66.11,0.04,279.91,69.12,0.0,717.7,321.81,320.58,319.42,287.61,3.54,0.09,0.09,0.0,MIDDLE
Dream Player,False,2,8,3,0,1,0,0,0,0,8,26,0,0,333,12,0,2,2,False,False,False,False,False,False,8000,8100.0,5005,5002,5002,17,14,4,1356,DIAMOND,III,0.62,3879.42,2655.13,1009.78,214.47,765.13,550.8,130.97,85.44,0.04,319.42,237.21,93.23,844.34,327.96,431.06,328.32,303.1,5.88,0.49,0.35,0.0,TOP
GunsOfSummer,True,4,1,8,4,2,1,0,0,0,28,43,5,0,288,14,3,14,4,False,False,True,False,False,True,8300,8100.0,5005,5003,5003,518,4,14,1628,DIAMOND,IV,12.0,4820.68,3886.25,635.27,299.15,480.77,429.62,32.99,89.67,0.04,281.5,690.48,396.41,391.81,212.06,173.73,408.72,352.89,6.08,0.44,0.15,0.29,MIDDLE
Bo Beck,True,1,4,21,0,1,0,0,0,0,73,30,0,0,244,12,6,29,12,False,False,False,False,False,False,8400,8300.0,5007,5003,5003,201,4,14,1628,DIAMOND,IV,5.5,737.14,329.89,188.0,219.21,261.38,178.23,48.54,28.6,0.15,637.26,2.21,2.21,519.29,304.02,209.67,270.66,253.38,1.22,0.0,0.0,0.0,SUPPORT
C9 Tax Evasion,True,10,4,10,5,2,1,0,0,0,15,4,0,1,79,13,1,8,2,True,False,False,False,False,True,8000,8300.0,5005,5008,5003,236,4,7,1628,DIAMOND,IV,5.0,4651.44,159.69,4399.02,92.73,706.18,68.88,625.14,141.63,0.07,223.12,170.01,108.21,583.78,284.23,271.84,450.96,426.6,5.71,0.81,0.44,0.22,ADC
Playful Lick ,True,8,0,15,8,2,2,0,0,0,40,18,1,1,465,14,4,7,8,False,False,False,False,True,False,8000,8400.0,5005,5008,5002,59,11,4,1628,DIAMOND,IV,23.0,6308.7,1976.87,4018.86,312.94,464.08,68.59,371.98,459.58,0.04,800.23,625.5,85.47,888.65,338.88,548.73,464.78,412.78,1.73,5.34,3.54,0.81,JUNGLE
MI GSZJW,True,4,2,4,3,2,1,0,0,0,32,15,2,0,82,15,1,10,5,False,False,False,False,False,False,8000,8200.0,5008,5008,5003,122,6,4,1628,DIAMOND,IV,4.0,3994.2,12.2,3163.67,818.33,277.81,12.2,222.71,78.91,0.04,344.63,248.96,162.16,486.49,235.69,213.69,395.57,347.36,7.19,0.29,0.0,0.0,TOP
latinkid43,False,1,5,4,0,1,0,0,0,0,16,36,0,0,161,13,3,11,2,False,False,False,False,False,False,8300,8100.0,5008,5003,5003,45,4,12,1628,DIAMOND,IV,1.0,3349.9,3042.31,307.59,0.0,227.43,213.69,13.75,43.93,0.04,240.88,207.68,0.0,484.46,226.84,250.76,288.69,262.59,5.49,0.0,0.0,0.0,MIDDLE
Aaron James,False,2,2,5,2,1,0,0,0,0,23,37,1,0,468,14,7,16,2,False,False,False,False,False,False,8200,8300.0,5008,5008,5002,54,4,12,1628,DIAMOND,IV,3.5,3009.8,2136.23,667.92,205.61,528.5,437.65,82.33,62.47,0.04,819.32,238.19,81.6,389.93,60.48,308.4,331.07,304.98,4.75,0.15,0.15,0.0,TOP
Okisaki,False,2,8,6,0,1,0,0,0,0,11,18,1,0,192,13,0,7,1,False,False,False,False,False,False,8200,8300.0,5008,5008,5002,74,4,7,1628,DIAMOND,IV,1.0,3926.76,3498.61,373.56,54.55,514.98,495.88,19.09,67.22,0.11,189.84,153.94,92.29,469.5,150.7,299.3,333.61,358.05,5.97,0.0,0.0,0.0,ADC
N3uralN3twork,False,0,6,8,0,0,0,0,0,0,42,38,0,0,120,11,8,29,5,False,False,False,False,False,False,8400,8300.0,5007,5002,5002,412,4,14,1628,DIAMOND,IV,1.33,859.02,418.08,222.09,218.77,233.44,147.71,41.13,62.73,0.18,495.81,87.83,1.92,620.2,239.52,341.09,227.62,215.6,1.33,0.0,0.0,0.0,SUPPORT
raymOOnd,False,6,6,0,2,1,0,0,0,0,20,10,0,0,304,13,2,3,2,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,141,11,4,1628,DIAMOND,IV,1.0,6742.85,224.59,5861.43,656.76,373.6,0.0,352.67,435.37,0.04,652.63,972.01,0.0,927.27,185.57,697.33,380.49,371.31,2.03,4.72,3.28,0.0,JUNGLE
Dont Touch Blue,True,0,0,5,0,0,0,0,0,0,12,3,0,0,222,8,2,3,0,False,False,False,False,False,True,8200,8000.0,5005,5008,5002,104,11,4,769,DIAMOND,IV,5.0,4330.46,205.2,3466.66,658.52,101.35,6.09,89.1,265.9,0.08,251.86,1138.99,111.96,488.11,53.06,433.11,353.6,275.03,1.17,4.37,1.64,0.94,MISSING
PierreJauneMauve,True,4,2,1,2,2,1,0,0,0,3,4,2,0,75,8,1,2,0,False,False,False,False,False,True,8100,8200.0,5008,5008,5003,68,14,4,769,DIAMOND,IV,2.5,2572.2,1920.7,408.14,243.2,317.09,267.93,27.46,32.61,0.08,236.41,167.75,167.75,421.95,172.2,227.2,404.79,251.63,6.09,0.0,0.0,0.0,MISSING
